,OID_,Join_Count,TARGET_FID,prop_id,legal_acreage,living_area,imprv_det_quality_cd,tax_area_description,sl_price,effective_year_built,imprv_type_cd,base_area,actual_year_built,prop_val_yr,sup_num,CENTROID_X,CENTROID_y,geo_id,sum_us_area,total_porch_area,total_garage_area,effective_age,actual_age,has_canal,has_lake,number_of_baths,MISC_Val,hood_cd,sl_county_ratio_cd,FID_Market_Cluster_Union,FID_Market_Cluster,Market_Cluster_ID,ALACHUA,ARCHER,GAINESVILLE,HAWTHORNE,HIGH SPRINGS,LACROSSE,MICANOPY,NEWBERRY,ST. JOHN'S,SUWANNEE,WALDO,Alachua_Main,Archer,Buck_Bay,Carol_Estates,Duck_Pond,EastGNV,EastMidtownEastA,Florida_Park,Gainesvilleish_Region,Golfview,HSBUI_2,Haile_Like,Hawthorne,Hickory_Forest,HighSpringsA,HighSpringsAGNV,HighSpringsAGNVSouth,HighSpringsB,High_Springs,High_Springs_Main,Highland,Jonesville,Kanapaha,Lincoln_Estates,Lugano,Metcalf,MidtownEast_A,MidtownEast_B,MidtownEast_C,Montery,Newnans_Lake,QuailCreek,Rural_North,Rural_South,San_Felasco,Sorrento,Split_Rock,Springtree,SummerCreek,Sweetwater,TC_Forest,Tioga,Tioga_A,Tioga_B,Turkey_Creek,Valwood,Waldo,WaldoRural,Westchester,WildsPlantation,swNewberry_A,swNewberry_B,landiness,in_subdivision,percent_good,predicted_log_Assessment_Val,predicted_Assessment_Val,predicted_Market_Val,sale_ratio,Assessment_Val
969,970,1,970,18259,0.23,1720,1.0,SUWANNEE,345000,1995,100,1720.0,1988,2025,0,-82.45913047,29.68192005,04211-010-079,0,125.0,506,29,36,0,0,2,5603,154225.01,1,47.0,62.0,Gainesvilleish_Region,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7843878548231532,True,0.71,12.535671097610757,278081.94004623446,283684.94004623446,0.8222751885398101,287647.0
970,971,1,971,18328,0.19,1748,1.0,SUWANNEE,378500,2011,100,1748.0,1995,2025,0,-82.46216259,29.68606865,04211-301-034,0,148.0,441,13,29,0,0,2,2821,134225.02,2,47.0,62.0,Gainesvilleish_Region,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6479725757234742,True,0.87,12.699993849449735,327745.8860500662,330566.8860500662,0.873360333025274,318904.0
971,972,1,972,18436,0.19,2012,1.1624432,SUWANNEE,400000,2006,100,2012.0,2006,2025,0,-82.46219191,29.68306892,04211-400-138,0,168.0,529,18,18,0,0,3,15100,134225.02,1,47.0,62.0,Gainesvilleish_Region,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6479725757234742,True,0.8200000000000001,12.853205222751946,382011.2061967222,397111.2061967222,0.9927780154918056,324900.0
972,973,1,973,18442,0.19,1898,1.1624432,SUWANNEE,360000,2004,100,1643.5,2004,2025,0,-82.46299686,29.68267063,04211-400-144,0,286.5,421,20,20,0,0,2,304,134225.02,1,47.0,62.0,Gainesvilleish_Region,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6479725757234742,True,0.8,12.75982599933492,347954.1507418536,348258.1507418536,0.9673837520607044,305696.0
973,974,1,974,18445,0.19,1752,1.0,SUWANNEE,379000,2013,100,1751.5,2013,2025,0,-82.46219388,29.6826593,04211-400-147,0,256.5,553,11,11,0,0,2,1176,134225.02,1,47.0,62.0,Gainesvilleish_Region,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6479725757234742,True,0.89,12.72613098767581,336425.15713273885,337601.15713273885,0.8907682246246408,320974.0
975,976,1,976,18638,0.33,2448,1.1624432,SUWANNEE,580000,2008,100,2448.0,2008,2025,0,-82.49298856,29.68080666,04222-100-040,0,423.0,528,16,16,0,0,3,8889,134227.03,2,43.0,56.0,swNewberry_B,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1.12542605257235,True,0.84,13.053821946443124,466877.3864721663,475766.3864721663,0.8202868732278729,484111.0
977,978,1,978,18767,0.25,2099,1.0,SUWANNEE,447000,2014,100,2099.0,2014,2025,0,-82.49695162,29.68093401,04223-010-025,0,299.0,598,10,10,0,0,2,531,154200.01,1,43.0,56.0,swNewberry_B,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.8525954943729924,True,0.9,12.885386779548925,394504.87616093433,395035.87616093433,0.883749163670994,379419.0
978,979,1,979,18798,0.17,1666,1.0,SUWANNEE,405000,2006,100,1666.0,2006,2025,0,-82.49713914999998,29.67298365,04227-010-006,0,214.0,441,18,18,0,0,3,886,134227.02,1,43.0,56.0,swNewberry_B,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.5797649361736349,True,0.8200000000000001,12.683878749311752,322506.55781191995,323392.55781191995,0.7985001427454813,343364.0
979,980,1,980,18846,0.17,1569,1.0,SUWANNEE,335000,2006,100,1569.0,2006,2025,0,-82.49844892999998,29.67411884,04227-010-054,0,292.0,441,18,18,0,0,2,927,134227.02,1,43.0,56.0,swNewberry_B,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.5797649361736349,True,0.8200000000000001,12.612595785103874,300317.5774134834,301244.5774134834,0.8992375445178609,283823.0
981,982,1,982,18885,0.22,1822,1.0,SUWANNEE,400000,2007,100,1821.5,2007,2025,0,-82.4991475,29.67634372,04227-020-092,0,236.5,435,17,17,0,0,2,3998,134227.02,1,43.0,56.0,swNewberry_B,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7502840350482334,True,0.83,12.72354413363657,335555.99903336505,339553.99903336505,0.8488849975834126,336002.0
982,983,1,983,18902,0.16,1472,1.0,SUWANNEE,330000,2008,100,1472.0,2008,2025,0,-82.49879253999998,29.67681615,04227-020-109,0,198.0,420,16,16,0,0,2,843,134227.02,1,43.0,56.0,swNewberry_B,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.5456611163987152,True,0.84,12.590231558976262,293675.7536544722,294518.7536544722,0.8924810716802187,279657.0
983,984,1,984,33949,0.2,2018,1.0,GAINESVILLE,340000,1998,100,2018.0,1995,2025,0,-82.38181102,29.70937241,06020-030-101,0,179.0,483,26,29,0,0,2,3427,164314.13,1,16.0,26.0,San_Felasco,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6820763954983939,True,0.74,12.655826119151863,313585.1205640779,317012.1205640779,0.9323885898943468,285573.0
984,985,1,985,33965,0.37,2418,1.1624432,GAINESVILLE,460000,1999,100,2418.0,1996,2025,0,-82.3838372,29.71624303,06020-040-015,0,316.0,498,25,28,0,0,2,3787,164314.4,1,16.0,26.0,San_Felasco,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.2618413316720287,True,0.75,12.896389638784921,398869.52555971354,402656.52555971354,0.875340272955899,387213.0
985,986,1,986,34008,0.25,2110,1.0,GAINESVILLE,420000,2000,100,2110.0,1997,2025,0,-82.38430864999998,29.71385983,06020-050-009,0,241.0,462,24,27,0,0,2,22957,164314.14,1,16.0,26.0,San_Felasco,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8525954943729924,True,0.76,12.719553825049095,334219.69495477836,357176.69495477836,0.8504207022732818,334043.0
986,987,1,987,34031,0.3,2285,1.0,GAINESVILLE,410000,1999,100,2285.0,1996,2025,0,-82.38271331,29.71153851,06020-050-032,0,177.0,483,25,28,0,0,2,18351,164314.14,1,16.0,26.0,San_Felasco,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.023114593247591,True,0.75,12.765244783376968,349844.756908332,368195.756908332,0.8980384314837366,330149.0
987,988,1,988,34103,0.5,1338,1.0,SUWANNEE,362900,1995,100,1338.0,1979,2025,0,-82.39759476,29.70364815,06023-010-034,0,42.0,528,29,45,0,0,2,6950,114315.01,2,47.0,62.0,Gainesvilleish_Region,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.7051909887459848,True,0.71,12.44544118822476,254089.33283059526,261039.33283059526,0.7193147777089977,301515.0
988,989,1,989,34211,0.44,1761,1.0,SUWANNEE,315000,1995,100,1761.0,1983,2025,0,-82.40018635,29.71373913,06023-030-014,0,220.0,460,29,41,0,0,2,5120,114315.01,1,47.0,62.0,Gainesvilleish_Region,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.5005680700964668,True,0.71,12.595787786508895,295312.02449962276,300432.02449962276,0.9537524587289611,262630.0
989,990,1,990,34215,0.4,1564,1.0,SUWANNEE,360000,1995,100,1564.0,1983,2025,0,-82.40021697,29.71252371,06023-030-018,0,230.0,462,29,41,0,0,2,7070,114315.01,1,47.0,62.0,Gainesvilleish_Region,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.3641527909967879,True,0.71,12.522846518339934,274538.42676244985,281608.42676244985,0.782245629895694,298930.0
990,991,1,991,34219,0.35,1691,1.0,SUWANNEE,425000,1995,100,1499.0,1984,2025,0,-82.3995823,29.71227541,06023-030-022,0,217.0,440,29,40,0,0,2,21811,114315.01,1,47.0,62.0,Gainesvilleish_Region,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.1936336921221893,True,0.71,12.556192655726871,283847.5722776645,305658.5722776645,0.7191966406533282,339439.0
991,992,1,992,34364,0.34,2244,1.1624432,GAINESVILLE,450000,1995,100,2244.0,1993,2025,0,-82.38922868999998,29.7073426,06023-040-037,0,344.0,552,29,31,0,0,2,24921,114315.03,1,16.0,26.0,San_Felasco,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.1595298723472698,True,0.71,12.804629315910411,363898.1558723399,388819.1558723399,0.8640425686051998,357579.0
992,993,1,993,34387,0.46,2442,1.1624432,GAINESVILLE,535000,2015,100,2442.0,1991,2025,0,-82.39100034,29.70366179,06023-040-060,0,459.0,484,9,33,0,0,2,24405,114315.03,1,16.0,26.0,San_Felasco,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.5687757096463064,True,0.91,13.080335312260033,479421.4350656781,503826.4350656781,0.9417316543283702,430345.0
1002,1003,1,1003,34769,0.81,1820,1.1624432,SUWANNEE,425000,1995,100,1820.0,1992,2025,0,-82.43866604,29.71307352,06035-080-004,0,369.0,624,29,32,0,0,2,8634,114317.02,2,47.0,62.0,Gainesvilleish_Region,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.762409401768496,True,0.71,12.74573175648774,343084.3987884097,351718.3987884097,0.8275727030315523,352615.99999999994
1007,1008,1,1008,35057,0.65,2413,1.1624432,ST. JOHN'S,415000,1995,100,1349.0,1973,2025,0,-82.42266863,29.69054891,06040-001-014,1064,160.0,483,29,51,0,0,2,25815,114320.01,1,47.0,62.0,Gainesvilleish_Region,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.2167482853697806,True,0.71,12.880676094505269,392650.8582169256,418465.8582169256,1.0083514655829533,326935.0
